comparison,camera,base_group,target_group,n_base,n_target,base_mean_image_mass,base_mean_image_ratio,base_mean_object_mass_est,base_mean_object_ratio,delta_abs_image_mass,delta_abs_image_ratio,delta_abs_object_mass_est,delta_abs_object_ratio,delta_pct_image_mass,delta_pct_image_ratio,delta_pct_object_mass_est,delta_pct_object_ratio,target_mean_image_mass,target_mean_image_ratio,target_mean_object_mass_est,target_mean_object_ratio
BA_to_BB,camera1,B_A,B_B,28798,28744,0.2196371606041101,0.2196371548878741,0.028573729705277717,0.12559115884861208,0.14328463891038806,0.14328463644622408,0.013920852074187008,-0.009564701487721636,65.23697470695984,65.23697528288037,48.719058442047746,-7.615744273250121,0.36292179951449816,0.3629217913340982,0.042494581779464725,0.11602645736089044
BA_to_BB,camera2,B_A,B_B,28798,28744,0.4055584707824868,0.4055584602196291,0.011570222480038547,0.0288754011835254,-0.12991017447989023,-0.129910169895882,-0.006685971715960331,-0.011484798992920847,-32.03241550576932,-32.0324152097652,-57.78602552799016,-39.77364303936804,0.2756482963025966,0.2756482903237471,0.004884250764078216,0.017390602190604555
