metric,P_A,A_A,B_A,C_A,AA_vs_PA_pct,BA_vs_AA_pct,CA_vs_BA_pct
image_mass,0.2958948515754725,0.39301014301322756,0.3993855515228851,0.5753225982484836,32.820879079399695,1.6221994833967763,44.05193078586301
object_mass,0.00707566255703973,0.01332029087953556,0.011767907088607853,0.01772209737062799,88.25503296907387,-11.654278461085928,50.596849866228155
image_ratio,0.29589483722954585,0.3930102111602406,0.39938540103918246,0.5753225264275558,32.820908549802006,1.6221435723313902,44.05196708006677
object_ratio,0.02389404192594975,0.03351010969693759,0.02952228016086858,0.03082975347201782,40.244625839316285,-11.90037744470125,4.428768049164028
