camera,P@A_img,A@A_img,B@A_img,B@B_img,AA/PA_img_%,BA/AA_img_%,BB/BA_img_%,P@A_obj,A@A_obj,B@A_obj,B@B_obj,AA/PA_obj_%,BA/AA_obj_%,BB/BA_obj_%,mask_mode,mask_pad_size,layer_selection,generated_at_utc
camera1,0.2906129996961747,0.23149923778858109,0.2230646715852199,0.36243680510510595,-20.341059061155182,-3.6434531205947827,62.480594766276184,0.14249455603620345,0.12648089398909163,0.12130199289050214,0.11605385178554942,-11.238086908417225,-4.0946113956437875,-4.326508559253564,soft,512,odd,2026-04-22T02:11:36.507971+00:00
camera2,0.30032671204849853,0.39709127342235195,0.4053520703688414,0.2755281672552327,32.21976517301175,2.0803269926567123,-32.02744295729839,0.022786476939924215,0.03349624389619616,0.029189938543020186,0.017380171796314996,47.00053889202745,-12.856084301634187,-40.458347417552574,soft,512,odd,2026-04-22T02:11:36.507971+00:00
